row_id,ls_number,name,gender,party,department,rank,rank_comment,appointment_begin,appointment_end,house,constituency,state,ministry_name,ministry_category,ministry_category2,comments,pid,start_source,end_source,ls_pid
1813,5,T A Pai,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Monday, 9 August 1976","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,Karnataka,industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,
1814,5,Bansilal,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Monday, 1 December 1975","Sunday, 21 December 1975",Rajya Sabha,NOT_APPLICABLE,Punjab,without portfolio,without portfolio,,exception: without portfolio,,Council of Ministers Publication,Council of Ministers Publication,
1815,5,Bansilal,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Sunday, 21 December 1975","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,Punjab,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication,
1816,5,Dev Kant Borooah,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Monday, 5 February 1973","Thursday, 10 October 1974",Rajya Sabha,NOT_APPLICABLE,Assam,petroleum & chemicals,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,,Council of Ministers Publication,Council of Ministers Publication,
1817,5,H N Bahuguna,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 2 May 1971","Thursday, 8 November 1973",Lok Sabha,ALLAHABAD,Uttar_Pradesh,communications,"electronics, information technology & communications",,,5_Uttar_Pradesh_56_1_0,Council of Ministers Publication,Council of Ministers Publication,GEUP28054
1818,5,Buta Singh,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Thursday, 10 October 1974","Thursday, 23 December 1976",Lok Sabha,ROPAR,Punjab,railways,"transport: shipping, railways, civil aviation, tourism",,,5_Punjab_10_1_0,Council of Ministers Publication,Council of Ministers Publication,GEPB17091
1819,5,Buta Singh,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Thursday, 23 December 1976","Tuesday, 18 January 1977",Lok Sabha,ROPAR,Punjab,commerce,"commerce, industry, civil supplies",,,5_Punjab_10_1_0,Council of Ministers Publication,Council of Ministers Publication,GEPB17091
1820,5,H K L Bhagat,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Monday, 1 December 1975","Thursday, 24 March 1977",Lok Sabha,EAST DELHI,Delhi,works & housing,"works, housing, urban development",,,5_Delhi_4_1_0,Council of Ministers Publication,Council of Ministers Publication,GEDL22383
1821,5,K D Malaviya,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Friday, 11 January 1974","Thursday, 10 October 1974",Lok Sabha,DOMARIAGANJ,Uttar_Pradesh,steel & mines,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,5_Uttar_Pradesh_35_1_0,Council of Ministers Publication,Council of Ministers Publication,GEUP21675
1822,5,K D Malaviya,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 10 October 1974","Sunday, 21 December 1975",Lok Sabha,DOMARIAGANJ,Uttar_Pradesh,petroleum & chemicals,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,5_Uttar_Pradesh_35_1_0,Council of Ministers Publication,Council of Ministers Publication,GEUP21675
1823,5,K D Malaviya,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Tuesday, 21 December 1976","Thursday, 24 March 1977",Lok Sabha,DOMARIAGANJ,Uttar_Pradesh,petroleum,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,5_Uttar_Pradesh_35_1_0,Council of Ministers Publication,Council of Ministers Publication,GEUP21675
1824,5,K D Malaviya,M,INC,NOT_APPLICABLE,CM,Additional Charge,"Wednesday, 22 September 1976","Thursday, 24 March 1977",Lok Sabha,DOMARIAGANJ,Uttar_Pradesh,chemicals & fertilisers,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,5_Uttar_Pradesh_35_1_0,Council of Ministers Publication,Council of Ministers Publication,GEUP21675
1825,5,Ram Niwas Mirdha,M,INC,Personnel,MoS,NOT_APPLICABLE,"Thursday, 18 March 1971","Thursday, 10 October 1974",Rajya Sabha,NOT_APPLICABLE,Rajasthan,cabinet secretariat,secretariat,,exception: exact ministry not in gazettes,,Council of Ministers Publication,Council of Ministers Publication,
1826,5,Ram Niwas Mirdha,M,INC,Production,MoS,NOT_APPLICABLE,"Thursday, 10 October 1974","Sunday, 21 December 1975",Rajya Sabha,NOT_APPLICABLE,Rajasthan,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication,
1827,5,Ram Niwas Mirdha,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 21 December 1975","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,Rajasthan,supply & rehabilitation,"labour, employment, rehabilitation",supply,,,Council of Ministers Publication,Council of Ministers Publication,
1828,5,L N Mishra,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 18 March 1971","Monday, 5 February 1973",Lok Sabha,DARBHANGA,Bihar,foreign trade,trade,,,5_Bihar_16_1_0,Council of Ministers Publication,Council of Ministers Publication,GEBR20935
1829,5,L N Mishra,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Monday, 5 February 1973","Friday, 3 January 1975",Lok Sabha,DARBHANGA,Bihar,railways,"transport: shipping, railways, civil aviation, tourism",,,5_Bihar_16_1_0,Council of Ministers Publication,Council of Ministers Publication,GEBR20935
1830,5,Pranab Mukherjee,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Monday, 5 February 1973","Friday, 11 January 1974",Rajya Sabha,NOT_APPLICABLE,West Bengal,industrial development,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,
1831,5,Pranab Mukherjee,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Friday, 11 January 1974","Thursday, 10 October 1974",Rajya Sabha,NOT_APPLICABLE,West Bengal,shipping & transport,"transport: shipping, railways, civil aviation, tourism",,,,Council of Ministers Publication,Council of Ministers Publication,
1832,5,Pranab Mukherjee,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 10 October 1974","Sunday, 21 December 1975",Rajya Sabha,NOT_APPLICABLE,West Bengal,finance,finance,,,,Council of Ministers Publication,Council of Ministers Publication,
1833,5,Pranab Mukherjee,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 21 December 1975","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,West Bengal,revenue & banking,finance,,,,Council of Ministers Publication,Council of Ministers Publication,
1834,4,Raghuramiah Kotha,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Friday, 14 February 1969","Sunday, 18 March 1971",Lok Sabha,GUNTUR,Andhra_Pradesh,shipping & transport,"transport: shipping, railways, civil aviation, tourism",,,4_Andhra_Pradesh_16_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAP16225
1835,5,Raghuramiah Kotha,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 18 March 1971","Monday, 5 February 1973",Lok Sabha,GUNTUR,Andhra_Pradesh,parliamentary affairs,parliamentary affairs,,,5_Andhra_Pradesh_16_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAP16225
1836,5,Raghuramiah Kotha,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 18 March 1971","Monday, 5 February 1973",Lok Sabha,GUNTUR,Andhra_Pradesh,shipping & transport,"transport: shipping, railways, civil aviation, tourism",,,5_Andhra_Pradesh_16_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAP16225
1837,5,Raghuramiah Kotha,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Monday, 5 February 1973","Thursday, 10 October 1974",Lok Sabha,GUNTUR,Andhra_Pradesh,parliamentary affairs,parliamentary affairs,,,5_Andhra_Pradesh_16_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAP16225
1838,5,Raghuramiah Kotha,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 10 October 1974","Thursday, 23 December 1976",Lok Sabha,GUNTUR,Andhra_Pradesh,works & housing,"works, housing, urban development",,,5_Andhra_Pradesh_16_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAP16225
1839,5,Raghuramiah Kotha,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 10 October 1974","Thursday, 23 December 1976",Lok Sabha,GUNTUR,Andhra_Pradesh,parliamentary affairs,parliamentary affairs,,,5_Andhra_Pradesh_16_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAP16225
1840,5,Raghuramiah Kotha,M,INC,NOT_APPLICABLE,CM,Additional Charge,"Saturday, 1 February 1975","Sunday, 21 December 1975",Lok Sabha,GUNTUR,Andhra_Pradesh,supply & rehabilitation,"labour, employment, rehabilitation",supply,,5_Andhra_Pradesh_16_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAP16225
1841,5,Raj Bahadur,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 18 March 1971","Monday, 5 February 1973",Lok Sabha,BHARATPUR,Rajasthan,parliamentary affairs,parliamentary affairs,,,5_Rajasthan_8_1_0,Council of Ministers Publication,Council of Ministers Publication,GERJ80
1842,5,Raj Bahadur,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 18 March 1971","Monday, 5 February 1973",Lok Sabha,BHARATPUR,Rajasthan,shipping & transport,"transport: shipping, railways, civil aviation, tourism",,,5_Rajasthan_8_1_0,Council of Ministers Publication,Council of Ministers Publication,GERJ80
1843,5,Raj Bahadur,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Monday, 5 February 1973","Thursday, 8 November 1973",Lok Sabha,BHARATPUR,Rajasthan,shipping & transport,"transport: shipping, railways, civil aviation, tourism",,,5_Rajasthan_8_1_0,Council of Ministers Publication,Council of Ministers Publication,GERJ80
1844,5,Raj Bahadur,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 8 November 1973","Friday, 11 January 1974",Lok Sabha,BHARATPUR,Rajasthan,communications,"electronics, information technology & communications",,,5_Rajasthan_8_1_0,Council of Ministers Publication,Council of Ministers Publication,GERJ80
1845,5,Raj Bahadur,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Friday, 9 November 1973","Wednesday, 22 December 1976",Lok Sabha,BHARATPUR,Rajasthan,tourism & civil aviation,"transport: shipping, railways, civil aviation, tourism",,,5_Rajasthan_8_1_0,Council of Ministers Publication,Council of Ministers Publication,GERJ80
1846,5,S S Ray,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 18 March 1971","Monday, 20 March 1972",Lok Sabha,RAIGANJ,West_Bengal,education & social welfare,education,social welfare,,5_West_Bengal_4_1_0,Council of Ministers Publication,Council of Ministers Publication,GEWB64097
1847,5,S S Ray,M,INC,NOT_APPLICABLE,CM,Additional Charge,"Wednesday, 19 May 1971","Monday, 20 March 1972",Lok Sabha,RAIGANJ,West_Bengal,health & family planning,health,,,5_West_Bengal_4_1_0,Council of Ministers Publication,Council of Ministers Publication,GEWB64097
1848,5,S S Ray,M,INC,NOT_APPLICABLE,CM,Additional Charge,"Thursday, 18 March 1971","Monday, 20 March 1972",Lok Sabha,RAIGANJ,West_Bengal,culture,culture,,,5_West_Bengal_4_1_0,Council of Ministers Publication,Council of Ministers Publication,GEWB64097
1849,5,K Brahmananda Reddi,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Friday, 11 January 1974","Thursday, 10 October 1974",Rajya Sabha,NOT_APPLICABLE,Andhra Pradesh,communications,"electronics, information technology & communications",,,,Council of Ministers Publication,Council of Ministers Publication,
1850,5,K Brahmananda Reddi,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 10 October 1974","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,not_located,home affairs,home affairs,,,,Council of Ministers Publication,Council of Ministers Publication,
1851,5,K Brahmananda Reddi,M,INC,NOT_APPLICABLE,CM,Additional Charge,"Thursday, 3 February 1977","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,not_located,industry,"commerce, industry, civil supplies",,,,Council of Ministers Publication,Council of Ministers Publication,
1852,5,K Brahmananda Reddi,M,INC,NOT_APPLICABLE,CM,Additional Charge,"Thursday, 3 February 1977","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,not_located,"law, justice & company affairs",law & justice,,,,Council of Ministers Publication,Council of Ministers Publication,
1853,5,G Venkatswamy,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Monday, 5 February 1973","Friday, 9 November 1973",Lok Sabha,SIDDIPET,Andhra_Pradesh,labour & rehabilitation,"labour, employment, rehabilitation",,,5_Andhra_Pradesh_32_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAP64810
1854,5,G Venkatswamy,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Friday, 9 November 1973","Thursday, 24 March 1977",Lok Sabha,SIDDIPET,Andhra_Pradesh,supply & rehabilitation,"labour, employment, rehabilitation",supply,,5_Andhra_Pradesh_32_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAP64810
1855,5,B Shankaranand,M,INC,Parlimentary Affairs,DCM,NOT_APPLICABLE,"Sunday, 2 May 1971","Thursday, 24 February 1977",Lok Sabha,CHIKKODI,Mysore,parliamentary affairs,parliamentary affairs,,,5_Mysore_25_1_0,Council of Ministers Publication,Council of Ministers Publication,GEKA14593
1856,5,Anant Prasad Sharma,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 10 October 1974","Monday, 9 August 1976",Lok Sabha,BUXAR,Bihar,industry & civil supplies,"commerce, industry, civil supplies",,,5_Bihar_37_1_0,Council of Ministers Publication,Council of Ministers Publication,GEBR16511
1857,5,Anant Prasad Sharma,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Monday, 9 August 1976","Thursday, 24 March 1977",Lok Sabha,BUXAR,Bihar,industry,"commerce, industry, civil supplies",,,5_Bihar_37_1_0,Council of Ministers Publication,Council of Ministers Publication,GEBR16511
1858,5,Shanker Dayal Sharma,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 10 October 1974","Thursday, 24 March 1977",Lok Sabha,BHOPAL,Madhya_Pradesh,communications,"electronics, information technology & communications",,,5_Madhya_Pradesh_28_1_0,Council of Ministers Publication,Council of Ministers Publication,GEMP25141
1859,5,Bhola Paswan Shastri,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Monday, 5 February 1973","Thursday, 10 October 1974",Rajya Sabha,NOT_APPLICABLE,Bihar,works & housing,"works, housing, urban development",,,,Council of Ministers Publication,Council of Ministers Publication,
1860,5,K K Shah,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 18 March 1971","Wednesday, 19 May 1971",Rajya Sabha,NOT_APPLICABLE,Bombay,health & family planning,health,,,,Council of Ministers Publication,Council of Ministers Publication,
1861,5,Vidya Charan Shukla,M,INC,Production,MoS,NOT_APPLICABLE,"Thursday, 2 May 1974","Thursday, 10 October 1974",Lok Sabha,RAIPUR,Madhya_Pradesh,defence,defence,,,5_Madhya_Pradesh_15_1_0,Council of Ministers Publication,Council of Ministers Publication,GECG16821
1862,5,Vidya Charan Shukla,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 10 October 1974","Saturday, 28 June 1975",Lok Sabha,RAIPUR,Madhya_Pradesh,planning,"statistics, planning and program implementation",,,5_Madhya_Pradesh_15_1_0,Council of Ministers Publication,Council of Ministers Publication,GECG16821
1863,5,Vidya Charan Shukla,M,INC,NOT_APPLICABLE,MoS,Independent Charge,"Saturday, 28 June 1975","Thursday, 24 March 1977",Lok Sabha,RAIPUR,Madhya_Pradesh,information & broadcasting,"electronics, information technology & communications",,,5_Madhya_Pradesh_15_1_0,Council of Ministers Publication,Council of Ministers Publication,GECG16821
1864,5,C Subramaniam,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Saturday, 24 April 1971","Sunday, 2 May 1971",Lok Sabha,KRISHNAGIRI,Tamil_Nadu,planning,"statistics, planning and program implementation",,,5_Tamil_Nadu_13_1_1,Council of Ministers Publication,Council of Ministers Publication,GENA18183
1865,5,C Subramaniam,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Sunday, 2 May 1971","Saturday, 22 July 1972",Lok Sabha,KRISHNAGIRI,Tamil_Nadu,planning,"statistics, planning and program implementation",,,5_Tamil_Nadu_13_1_1,Council of Ministers Publication,Council of Ministers Publication,GENA18183
1866,5,C Subramaniam,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Sunday, 2 May 1971","Saturday, 22 July 1972",Lok Sabha,KRISHNAGIRI,Tamil_Nadu,science & technology,scientific research,,,5_Tamil_Nadu_13_1_1,Council of Ministers Publication,Council of Ministers Publication,GENA18183
1867,5,C Subramaniam,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Wednesday, 3 July 1974","Thursday, 10 October 1974",Lok Sabha,KRISHNAGIRI,Tamil_Nadu,agriculture,agriculture,,,5_Tamil_Nadu_13_1_1,Council of Ministers Publication,Council of Ministers Publication,GENA18183
1868,5,C Subramaniam,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 10 October 1974","Thursday, 24 March 1977",Lok Sabha,KRISHNAGIRI,Tamil_Nadu,finance,finance,,,5_Tamil_Nadu_13_1_1,Council of Ministers Publication,Council of Ministers Publication,GENA18183
1869,5,Prakash Chand Sethi,M,INC,Production,MoS,NOT_APPLICABLE,"Thursday, 18 March 1971","Sunday, 2 May 1971",Lok Sabha,INDORE,Madhya_Pradesh,defence,defence,,,5_Madhya_Pradesh_32_1_0,Council of Ministers Publication,Council of Ministers Publication,GEMP19195
1870,5,Prakash Chand Sethi,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Sunday, 2 May 1971","Saturday, 29 January 1972",Lok Sabha,INDORE,Madhya_Pradesh,petroleum & chemicals,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,5_Madhya_Pradesh_32_1_0,Council of Ministers Publication,Council of Ministers Publication,GEMP19195
1871,5,Prakash Chand Sethi,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 25 December 1975","Thursday, 23 December 1976",Lok Sabha,INDORE,Madhya_Pradesh,chemicals & fertilisers,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,5_Madhya_Pradesh_32_1_0,Council of Ministers Publication,Council of Ministers Publication,GEMP19195
1872,5,Prakash Chand Sethi,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 23 December 1976","Thursday, 24 March 1977",Lok Sabha,INDORE,Madhya_Pradesh,without portfolio,without portfolio,,exception: without portfolio,5_Madhya_Pradesh_32_1_0,Council of Ministers Publication,Council of Ministers Publication,GEMP19195
1873,5,Swaran Singh,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 18 March 1971","Thursday, 10 October 1974",Lok Sabha,JULLUNDUR,Punjab,external affairs,external affairs,,,5_Punjab_7_1_0,Council of Ministers Publication,Council of Ministers Publication,GEBR84308
1874,5,Swaran Singh,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 10 October 1974","Monday, 1 December 1975",Lok Sabha,JULLUNDUR,Punjab,defence,defence,,,5_Punjab_7_1_0,Council of Ministers Publication,Council of Ministers Publication,GEBR84308
1875,5,K Hanumanthaiya,M,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 18 March 1971","Saturday, 22 July 1972",Lok Sabha,BANGALORE,Mysore,railways,"transport: shipping, railways, civil aviation, tourism",,,5_Mysore_11_1_0,Council of Ministers Publication,Council of Ministers Publication,GENA18843
1876,5,V N Gadgil,M,INC,Production,MoS,NOT_APPLICABLE,"Thursday, 25 December 1975","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,Maharashtra,defence,defence,,,,Council of Ministers Publication,Council of Ministers Publication,
1877,5,S Nurul Hasan,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Monday, 4 October 1971","Friday, 24 March 1972",Rajya Sabha,NOT_APPLICABLE,Uttar Pradesh,education & social welfare,education,social welfare,,,Council of Ministers Publication,Council of Ministers Publication,
1878,5,S Nurul Hasan,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Monday, 4 October 1971","Friday, 24 March 1972",Rajya Sabha,NOT_APPLICABLE,Uttar Pradesh,culture,culture,,,,Council of Ministers Publication,Council of Ministers Publication,
1879,5,S Nurul Hasan,M,INC,NOT_APPLICABLE,MoS,Independent Charge,"Friday, 24 March 1972","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,Uttar Pradesh,education & social welfare,education,social welfare,,,Council of Ministers Publication,Council of Ministers Publication,
1880,5,S Nurul Hasan,M,INC,NOT_APPLICABLE,MoS,Independent Charge,"Friday, 24 March 1972","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,Uttar Pradesh,culture,culture,,,,Council of Ministers Publication,Council of Ministers Publication,
1881,5,Bedabrata Barua,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Sunday, 2 May 1971","Thursday, 5 April 1973",Lok Sabha,KALIABOR,Assam,company affairs,"commerce, industry, civil supplies",,,5_Assam_11_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAS18250
1882,5,Bedabrata Barua,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Thursday, 5 April 1973","Thursday, 24 March 1977",Lok Sabha,KALIABOR,Assam,"law, justice & company affairs",law & justice,,,5_Assam_11_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAS18250
1883,5,Dalbir SIngh Chaudhury,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Sunday, 2 May 1971","Friday, 9 November 1973",Lok Sabha,SIRSA,Haryana,petroleum & chemicals,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,5_Haryana_9_1_0,Council of Ministers Publication,Council of Ministers Publication,GEHR18921
1884,5,Dalbir SIngh Chaudhury,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Friday, 9 November 1973","Thursday, 10 October 1974",Lok Sabha,SIRSA,Haryana,heavy industry,heavy industry,,,5_Haryana_9_1_0,Council of Ministers Publication,Council of Ministers Publication,GEHR18921
1885,5,Dalbir SIngh Chaudhury,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Thursday, 10 October 1974","Monday, 1 December 1975",Lok Sabha,SIRSA,Haryana,works & housing,"works, housing, urban development",,,5_Haryana_9_1_0,Council of Ministers Publication,Council of Ministers Publication,GEHR18921
1886,5,Dalbir SIngh Chaudhury,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Monday, 1 December 1975","Thursday, 24 March 1977",Lok Sabha,SIRSA,Haryana,shipping & transport,"transport: shipping, railways, civil aviation, tourism",,,5_Haryana_9_1_0,Council of Ministers Publication,Council of Ministers Publication,GEHR18921
1887,5,K R Ganesh,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Thursday, 18 March 1971","Sunday, 2 May 1971",Lok Sabha,A AND N ISLANDS,Andaman_&_Nicobar_Islands,finance,finance,,,5_Andaman_&_Nicobar_Islands_1_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAN17961
1888,5,K R Ganesh,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 2 May 1971","Thursday, 10 October 1974",Lok Sabha,A AND N ISLANDS,Andaman_&_Nicobar_Islands,finance,finance,,,5_Andaman_&_Nicobar_Islands_1_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAN17961
1889,5,K R Ganesh,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 10 October 1974","Monday, 1 December 1975",Lok Sabha,A AND N ISLANDS,Andaman_&_Nicobar_Islands,petroleum & chemicals,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,5_Andaman_&_Nicobar_Islands_1_1_0,Council of Ministers Publication,Council of Ministers Publication,GEAN17961
1890,5,A C George,M,INC,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Sunday, 2 May 1971","Monday, 5 February 1973",Lok Sabha,MUKUNDAPURAM,Kerala,foreign trade,trade,,,5_Kerala_9_1_0,Council of Ministers Publication,Council of Ministers Publication,GEKL82523
1891,5,A C George,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 10 October 1974","Monday, 9 August 1976",Lok Sabha,MUKUNDAPURAM,Kerala,industry & civil supplies,"commerce, industry, civil supplies",,,5_Kerala_9_1_0,Council of Ministers Publication,Council of Ministers Publication,GEKL82523
1892,5,A C George,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Monday, 9 August 1976","Thursday, 24 March 1977",Lok Sabha,MUKUNDAPURAM,Kerala,civil supplies & cooperation,"commerce, industry, civil supplies",,,5_Kerala_9_1_0,Council of Ministers Publication,Council of Ministers Publication,GEKL82523
1893,5,Sanker Ghose,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Wednesday, 21 April 1976","Thursday, 24 March 1977",Rajya Sabha,NOT_APPLICABLE,West Bengal,planning,"statistics, planning and program implementation",,,,Council of Ministers Publication,Council of Ministers Publication,
1894,2,D P Karmakar,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Wednesday, 17 April 1957","Monday, 9 April 1962",Lok Sabha,Dharwad North,Mysore,health,health,,,,Council of Ministers Publication,Council of Ministers Publication,
1895,5,R K Khadilkar,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 18 March 1971","Sunday, 2 May 1971",Lok Sabha,BARAMATI,Maharashtra,"labour, employment & rehabilitation","labour, employment, rehabilitation",,,5_Maharashtra_40_1_0,Council of Ministers Publication,Council of Ministers Publication,GEMH22744
1896,5,R K Khadilkar,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 2 May 1971","Monday, 5 February 1973",Lok Sabha,BARAMATI,Maharashtra,labour & rehabilitation,"labour, employment, rehabilitation",,,5_Maharashtra_40_1_0,Council of Ministers Publication,Council of Ministers Publication,GEMH22744
1897,5,R K Khadilkar,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Monday, 5 February 1973","Friday, 9 November 1973",Lok Sabha,BARAMATI,Maharashtra,health & family planning,health,,,5_Maharashtra_40_1_0,Council of Ministers Publication,Council of Ministers Publication,GEMH22744
1898,5,R K Khadilkar,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Friday, 9 November 1973","Monday, 1 December 1975",Lok Sabha,BARAMATI,Maharashtra,supply & rehabilitation,"labour, employment, rehabilitation",supply,,5_Maharashtra_40_1_0,Council of Ministers Publication,Council of Ministers Publication,GEMH22744
1899,5,Shah Nawaz Khan,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 2 May 1971","Monday, 5 February 1973",Lok Sabha,MEERUT,Uttar_Pradesh,steel & mines,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,5_Uttar_Pradesh_80_1_0,Council of Ministers Publication,Council of Ministers Publication,GEUP21978
1900,5,Shah Nawaz Khan,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Monday, 5 February 1973","Friday, 9 November 1973",Lok Sabha,MEERUT,Uttar_Pradesh,supply,supply,,,5_Uttar_Pradesh_80_1_0,Council of Ministers Publication,Council of Ministers Publication,GEUP21978
