id,ls_number,name,gender,party,department,rank,rank_comment,appointment_begin,appointment_end,house,constituency,state,name_clean,error,comments
1393,3,Jai Sukh Lal Hathi,M,INC,,MoS,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Rajya Sabha,,Saurashtra,home affairs,no_error,
1394,3,Jai Sukh Lal Hathi,M,INC,,MoS,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Rajya Sabha,,Saurashtra,home affairs,no_error,
1395,3,Jai Sukh Lal Hathi,M,INC,,MoS,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Rajya Sabha,,Saurashtra,home affairs,no_error,
1396,3,Jai Sukh Lal Hathi,M,INC,,MoS,,"Monday, 24 January 1966","Sunday, 13 November 1966",Rajya Sabha,,Saurashtra,home affairs,no_error,
1397,3,Jai Sukh Lal Hathi,M,INC,Supply,CM,Additional Charge,"Friday, 29 October 1965","Tuesday, 11 January 1966",Rajya Sabha,,Saurashtra,defence,no_error,
1398,3,Jai Sukh Lal Hathi,M,INC,Supply,CM,Additional Charge,"Tuesday, 11 January 1966","Monday, 24 January 1966",Rajya Sabha,,Saurashtra,defence,no_error,
1399,3,Jai Sukh Lal Hathi,M,INC,Supply,CM,Additional Charge,"Monday, 24 January 1966","Sunday, 13 November 1966",Rajya Sabha,,Saurashtra,defence,no_error,
1400,3,Jai Sukh Lal Hathi,M,INC,,MoS,,"Sunday, 13 November 1966","Monday, 13 March 1967",Rajya Sabha,,Saurashtra,defence,no_error,
1401,3,Surendra Kumar Dey,M,INC,,MoS,,"Tuesday, 10 April 1962","Saturday, 16 February 1963",Lok Sabha,Nagaur,Rajasthan,"community development, panchayati raj & cooperation",difference of 5,minor_date_changes
1402,3,Surendra Kumar Dey,M,INC,,MoS,,"Saturday, 16 February 1963","Wednesday, 27 May 1964",Lok Sabha,Nagaur,Rajasthan,community development & cooperation,difference of 5,
1403,3,Surendra Kumar Dey,M,INC,,MoS,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Nagaur,Rajasthan,community development & cooperation,no_error,
1404,3,Surendra Kumar Dey,M,INC,,MoS,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Lok Sabha,Nagaur,Rajasthan,community development & cooperation,difference of 17,
1405,3,Surendra Kumar Dey,M,INC,,MoS,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Nagaur,Rajasthan,community development & cooperation,difference of 4,
1406,3,Mehr Chand Khanna,M,INC,,CM,,"Tuesday, 10 April 1962","Thursday, 15 November 1962",Lok Sabha,New Delhi,Delhi,"works, housing & supply",difference of 1,
1407,3,Mehr Chand Khanna,M,INC,,CM,,"Thursday, 15 November 1962","Thursday, 16 April 1964",Lok Sabha,New Delhi,Delhi,"works, housing & rehabilitation",difference of 0,
1408,3,Mehr Chand Khanna,M,INC,,CM,,"Thursday, 16 April 1964","Wednesday, 27 May 1964",Lok Sabha,New Delhi,Delhi,works & housing,difference of 0,
1409,3,Mehr Chand Khanna,M,INC,,CM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,New Delhi,Delhi,works & housing,difference of 41,
1410,3,Mehr Chand Khanna,M,INC,,CM,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Lok Sabha,New Delhi,Delhi,works & housing,difference of 54,
1411,3,Mehr Chand Khanna,M,INC,,CM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,New Delhi,Delhi,works & housing,difference of 4,
1412,3,Mehr Chand Khanna,M,INC,,CM,,"Saturday, 15 January 1966","Monday, 24 January 1966",Lok Sabha,New Delhi,Delhi,rehabilitation,difference of 4,
1413,3,Mehr Chand Khanna,M,INC,,CM,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,New Delhi,Delhi,"works, housing & urban development",difference of 4,
1414,3,T N Singh,M,INC,Heavy Engineering,CM,,"Saturday, 25 July 1964","Friday, 5 February 1965",Lok Sabha,Chandauli,Uttar Pradesh,industry & supply,difference of 38,
1415,3,T N Singh,M,INC,,CM,Additional Charge,"Friday, 30 October 1964","Friday, 5 February 1965",Rajya Sabha,,Uttar Pradesh,industry & supply,no_error,
1416,3,T N Singh,M,INC,Industry,CM,,"Friday, 5 February 1965","Tuesday, 11 January 1966",Rajya Sabha,,Uttar Pradesh,industry & supply,difference of 17,
1417,3,T N Singh,M,INC,Industry,CM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Rajya Sabha,,Uttar Pradesh,industry & supply,difference of 4,
1418,3,T N Singh,M,INC,,CM,,"Saturday, 29 January 1966","Monday, 13 March 1967",Rajya Sabha,,Uttar Pradesh,iron & steel,difference of 1,
1419,3,T N Singh,M,INC,,CM,,"Tuesday, 17 January 1967","Thursday, 13 March 1969",Rajya Sabha,,Uttar Pradesh,"steel, mines & metals",difference of 22,
1420,3,M Chandrasekhar,F,INC,,DCM,,"Tuesday, 8 May 1962","Wednesday, 27 May 1964",Lok Sabha,Sriperumudur,Tamil Nadu,home affairs,no_error,
1421,3,M Chandrasekhar,F,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Sriperumudur,Tamil Nadu,home affairs,no_error,
1422,3,M Chandrasekhar,F,INC,,DCM,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Sriperumudur,Tamil Nadu,social welfare,difference of 4,
1423,3,O V Alagesan,M,INC,,MoS,,"Tuesday, 8 May 1962","Friday, 19 July 1963",Lok Sabha,Arakkonam,Tamil Nadu,irrigation & power,no_error,
1424,3,O V Alagesan,M,INC,,MoS,,"Friday, 19 July 1963","Thursday, 21 November 1963",Lok Sabha,Arakkonam,Tamil Nadu,mines & fuel,difference of 2,
1425,3,O V Alagesan,M,INC,,MoS,,"Thursday, 21 November 1963","Wednesday, 27 May 1964",Lok Sabha,Arakkonam,Tamil Nadu,petroleum & chemicals,difference of 2,
1426,3,O V Alagesan,M,INC,,MoS,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Arakkonam,Tamil Nadu,petroleum & chemicals,no_error,
1427,3,O V Alagesan,M,INC,,MoS,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Lok Sabha,Arakkonam,Tamil Nadu,petroleum & chemicals,no_error,
1428,3,O V Alagesan,M,INC,,MoS,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Arakkonam,Tamil Nadu,petroleum & chemicals,no_error,
1429,3,O V Alagesan,M,INC,,MoS,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Arakkonam,Tamil Nadu,petroleum & chemicals,no_error,
1430,3,Bhakt Darshan,M,INC,,DCM,,"Thursday, 21 November 1963","Wednesday, 27 May 1964",Lok Sabha,Garhwal,Uttar Pradesh,education,no_error,
1431,3,Bhakt Darshan,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Garhwal,Uttar Pradesh,education,no_error,
1432,3,Bhakt Darshan,M,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Lok Sabha,Garhwal,Uttar Pradesh,education,no_error,
1433,3,Bhakt Darshan,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Garhwal,Uttar Pradesh,education,no_error,
1434,3,Bhakt Darshan,M,INC,,DCM,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Garhwal,Uttar Pradesh,education,no_error,
1435,4,D R Chavan,M,INC,,DCM,,"Saturday, 18 March 1967","Tuesday, 14 November 1967",Lok Sabha,Karad,Maharashtra,law,no_error,
1436,4,D R Chavan,M,INC,,DCM,,"Tuesday, 14 November 1967","Friday, 14 February 1969",Lok Sabha,Karad,Maharashtra,"labour, employment & rehabilitation",no_error,
1437,4,D R Chavan,M,INC,,MoS,,"Friday, 14 February 1969","Thursday, 18 March 1971",Lok Sabha,Karad,Maharashtra,petroleum & chemicals & mines & metals,difference of 5,
1438,3,B N Datar,M,INC,,MoS,,"Monday, 16 April 1962","Wednesday, 13 February 1963",Lok Sabha,Belgaum,Mysore,home affairs,no_error,
1439,3,R M Hajarnavis,M,INC,,DCM,,"Monday, 16 April 1962","Saturday, 8 May 1965",Lok Sabha,Chimur,Maharashtra,law,no_error,
1440,3,R M Hajarnavis,M,INC,,DCM,,"Thursday, 3 May 1962","Friday, 22 February 1963",Lok Sabha,Chimur,Maharashtra,mines & fuel,difference of 22,
1441,3,R M Hajarnavis,M,INC,,MoS,,"Friday, 22 February 1963","Tuesday, 10 March 1964",Lok Sabha,Chimur,Maharashtra,home affairs,no_error,
1442,3,R M Hajarnavis,M,INC,,MoS,,"Tuesday, 10 March 1964","Wednesday, 27 May 1964",Lok Sabha,Chimur,Maharashtra,supply,difference of 21,
1443,3,R M Hajarnavis,M,INC,,MoS,,"Tuesday, 10 March 1964","Wednesday, 27 May 1964",Lok Sabha,Chimur,Maharashtra,technical development,difference of 21,
1444,3,R M Hajarnavis,M,INC,,MoS,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Chimur,Maharashtra,technical development,difference of 8,
1445,3,R M Hajarnavis,M,INC,,MoS,,"Tuesday, 9 June 1964","Saturday, 13 June 1964",Lok Sabha,Chimur,Maharashtra,technical development,difference of 4,
1446,3,R M Hajarnavis,M,INC,Cultural Affairs,MoS,,"Saturday, 13 June 1964","Friday, 29 October 1965",Lok Sabha,Chimur,Maharashtra,education,no_error,
1447,3,R M Hajarnavis,M,INC,,MoS,,"Friday, 29 October 1965","Tuesday, 11 January 1966",Lok Sabha,Chimur,Maharashtra,law,no_error,
1448,3,R M Hajarnavis,M,INC,,MoS,,"Friday, 29 October 1965","Tuesday, 11 January 1966",Lok Sabha,Chimur,Maharashtra,social security,difference of 17,
1449,3,Nityanand Kanungo,M,INC,,MoS,,"Friday, 19 July 1963","Monday, 27 April 1964",Lok Sabha,Cuttack,Orissa,industry,difference of 1,
1450,3,Nityanand Kanungo,M,INC,,MoS,,"Monday, 27 April 1964","Tuesday, 9 June 1964",Lok Sabha,Cuttack,Orissa,industry,difference of 8,
1451,3,Nityanand Kanungo,M,INC,,MoS,,"Tuesday, 9 June 1964","Saturday, 13 June 1964",Lok Sabha,Cuttack,Orissa,cultural affairs,other_exception,exception: ministry out of gazette date range
1452,3,Nityanand Kanungo,M,INC,,MoS,,"Saturday, 13 June 1964","Saturday, 31 July 1965",Lok Sabha,Cuttack,Orissa,civil aviation,difference of 4,
1453,3,Shah Nawaz Khan,M,INC,,DCM,,"Monday, 16 April 1962","Wednesday, 27 May 1964",Lok Sabha,Meerut,Uttar Pradesh,railways,difference of 5,
1454,3,Shah Nawaz Khan,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Meerut,Uttar Pradesh,railways,no_error,
1455,3,Shah Nawaz Khan,M,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Lok Sabha,Meerut,Uttar Pradesh,food & agriculture,difference of 17,
1456,3,Shah Nawaz Khan,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Meerut,Uttar Pradesh,food & agriculture,difference of 4,
1457,3,Shah Nawaz Khan,M,INC,,DCM,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Meerut,Uttar Pradesh,"labour, employment & rehabilitation",difference of 4,
1458,2,M V Krishnappa,M,INC,,DCM,,"Friday, 5 July 1957","Wednesday, 14 March 1962",Lok Sabha,Chikballapur,Karnataka,agriculture,before_first_ammendment,
1459,3,Lakshmi N Menon,F,INC,,MoS,,"Monday, 16 April 1962","Wednesday, 27 May 1964",Rajya Sabha,,Bihar,external affairs,no_error,
1460,3,Lakshmi N Menon,F,INC,,MoS,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Rajya Sabha,,Bihar,external affairs,no_error,
1461,3,Lakshmi N Menon,F,INC,,MoS,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Rajya Sabha,,Bihar,external affairs,no_error,
1462,3,Lakshmi N Menon,F,INC,,MoS,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Rajya Sabha,,Bihar,external affairs,no_error,
1463,3,Bibudhendra Mishra,M,INC,,DCM,,"Tuesday, 8 May 1962","Wednesday, 27 May 1964",Lok Sabha,Puri,Orissa,law,no_error,
1464,3,Bibudhendra Mishra,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Puri,Orissa,law,no_error,
1465,3,Bibudhendra Mishra,M,INC,,DCM,,"Monday, 15 June 1964","Saturday, 20 June 1964",Lok Sabha,Puri,Orissa,industry,difference of 3,
1466,3,Bibudhendra Mishra,M,INC,,DCM,,"Saturday, 20 June 1964","Tuesday, 11 January 1966",Lok Sabha,Puri,Orissa,industry & supply,difference of 3,
1467,3,Bibudhendra Mishra,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Puri,Orissa,industry & supply,difference of 4,
1468,3,Bibudhendra Mishra,M,INC,,MoS,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Puri,Orissa,industry,difference of 4,
1469,3,B S Murthy,M,INC,,DCM,,"Monday, 16 April 1962","Saturday, 16 February 1963",Lok Sabha,Amalapuram,Andhra Pradesh,"community development, panchayati raj & cooperation",difference of 5,minor_date_changes
1470,3,B S Murthy,M,INC,,DCM,,"Saturday, 16 February 1963","Wednesday, 27 May 1964",Lok Sabha,Amalapuram,Andhra Pradesh,community development & cooperation,difference of 5,
1471,3,B S Murthy,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Amalapuram,Andhra Pradesh,community development & cooperation,no_error,
1472,3,B S Murthy,M,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Lok Sabha,Amalapuram,Andhra Pradesh,community development & cooperation,difference of 17,
1473,3,B S Murthy,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Amalapuram,Andhra Pradesh,community development & cooperation,difference of 4,
1474,3,B S Murthy,M,INC,,DCM,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Amalapuram,Andhra Pradesh,health & family planning,difference of 4,
1475,3,Sushila Nayar,F,JP,,MoS,,"Tuesday, 10 April 1962","Wednesday, 27 May 1964",Lok Sabha,Jhansi,Uttar Pradesh,health,no_error,
1476,3,Sushila Nayar,F,JP,,MoS,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Jhansi,Uttar Pradesh,health,no_error,
1477,3,Sushila Nayar,F,JP,,MoS,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Lok Sabha,Jhansi,Uttar Pradesh,health,difference of 17,
1478,3,Sushila Nayar,F,JP,,MoS,,"Saturday, 11 January 1964","Monday, 24 January 1966",Lok Sabha,Jhansi,Uttar Pradesh,health,difference of 4,
1479,3,Sushila Nayar,F,JP,,MoS,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Jhansi,Uttar Pradesh,health & family planning,difference of 4,
1480,3,C R Pattabhai Raman,M,INC,,DCM,,"Tuesday, 8 May 1962","Wednesday, 27 May 1964",Lok Sabha,Kumbakonam,Madras,planning,no_error,
1481,3,C R Pattabhai Raman,M,INC,,DCM,,"Monday, 21 May 1962","Wednesday, 27 May 1964",Lok Sabha,Kumbakonam,Madras,labour & employment,no_error,
1482,3,C R Pattabhai Raman,M,INC,,DCM,,"Monday, 21 May 1962","Wednesday, 27 May 1964",Lok Sabha,Kumbakonam,Madras,planning,no_error,
1483,3,C R Pattabhai Raman,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Kumbakonam,Madras,labour & employment,no_error,
1484,3,C R Pattabhai Raman,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Kumbakonam,Madras,planning,no_error,
1485,3,C R Pattabhai Raman,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Kumbakonam,Madras,information & broadcasting,no_error,
1486,3,C R Pattabhai Raman,M,INC,,MoS,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Kumbakonam,Madras,law,no_error,
1487,3,K L Rao,M,INC,,MoS,,"Friday, 19 July 1963","Wednesday, 27 May 1964",Lok Sabha,Vijaywada,Andhra Pradesh,irrigation & power,no_error,
1488,3,K L Rao,M,INC,,MoS,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Vijaywada,Andhra Pradesh,irrigation & power,no_error,
1489,3,K L Rao,M,INC,,MoS,,"Tuesday, 9 June 1964","Sunday, 19 July 1964",Lok Sabha,Vijaywada,Andhra Pradesh,irrigation & power,no_error,
1490,3,K L Rao,M,INC,,MoS,,"Sunday, 19 July 1964","Tuesday, 11 January 1966",Lok Sabha,Vijaywada,Andhra Pradesh,irrigation & power,no_error,
1491,3,K L Rao,M,INC,,MoS,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Vijaywada,Andhra Pradesh,irrigation & power,no_error,
1492,3,Jagannath Rao,M,INC,,DCM,,"Tuesday, 8 May 1962","Thursday, 15 November 1962",Lok Sabha,Berhampur,Orissa,"works, housing & supply",difference of 1,
1493,3,Jagannath Rao,M,INC,,DCM,,"Thursday, 15 November 1962","Monday, 26 November 1962",Lok Sabha,Berhampur,Orissa,works & housing,difference of 1,
1494,3,Jagannath Rao,M,INC,,DCM,,"Monday, 26 November 1962","Sunday, 1 September 1963",Lok Sabha,Berhampur,Orissa,economic & defence co-operation,difference of 12,
1495,3,Jagannath Rao,M,INC,,DCM,,"Sunday, 1 September 1963","Wednesday, 27 May 1964",Lok Sabha,Berhampur,Orissa,supply,difference of 1,
1496,3,Jagannath Rao,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Berhampur,Orissa,supply,difference of 8,
1497,3,Jagannath Rao,M,INC,,DCM,,"Friday, 15 June 1962","Tuesday, 11 January 1966",Lok Sabha,Berhampur,Orissa,law,no_error,
1498,3,Jagannath Rao,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Berhampur,Orissa,law,no_error,
1499,3,Jagannath Rao,M,INC,,DCM,,"Monday, 6 July 1964","Tuesday, 11 January 1966",Lok Sabha,Berhampur,Orissa,social security,difference of 19,
1500,3,Jagannath Rao,M,INC,,MoS,,"Monday, 24 January 1966","Monday, 14 February 1966",Lok Sabha,Berhampur,Orissa,"labour, employment & rehabilitation",difference of 4,
1501,3,Jagannath Rao,M,INC,,MoS,,"Monday, 14 February 1966","Monday, 13 March 1967",Lok Sabha,Berhampur,Orissa,parliamentary affairs,no_error,
1502,3,Jagannath Rao,M,INC,,MoS,,"Monday, 14 February 1966","Monday, 13 March 1967",Lok Sabha,Berhampur,Orissa,communications,no_error,
1503,3,Nandini Satpathy,F,INC,,DCM,,"Saturday, 29 January 1966","Monday, 13 March 1967",Rajya Sabha,,Odisha,information & broadcasting,no_error,
1504,3,Anna Saheb P Shinde,M,INC,,DCM,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Ahmednagar,Maharashtra,"food, agriculture, community development & cooperation",difference of 4,
1505,3,Alungal Mathai Thomas,M,INC,,DCM,,"Monday, 16 April 1962","Thursday, 21 November 1963",Lok Sabha,Ernakulam,Kerala,food & agriculture,no_error,
1506,3,Alungal Mathai Thomas,M,INC,,MoS,,"Thursday, 21 November 1963","Wednesday, 27 May 1964",Lok Sabha,Ernakulam,Kerala,food & agriculture,no_error,
1507,3,Alungal Mathai Thomas,M,INC,,MoS,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Ernakulam,Kerala,food & agriculture,no_error,
1508,3,Alungal Mathai Thomas,M,INC,,MoS,,"Tuesday, 9 June 1964","Saturday, 13 June 1964",Lok Sabha,Ernakulam,Kerala,food & agriculture,no_error,
1509,3,Alungal Mathai Thomas,M,INC,Production,MoS,,"Saturday, 13 June 1964","Tuesday, 11 January 1966",Lok Sabha,Ernakulam,Kerala,defence,no_error,
1510,3,Alungal Mathai Thomas,M,INC,Production,MoS,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Ernakulam,Kerala,defence,no_error,
1511,3,Alungal Mathai Thomas,M,INC,,MoS,,"Monday, 24 January 1966","Monday, 31 January 1966",Lok Sabha,Ernakulam,Kerala,defence,no_error,
1512,3,Alungal Mathai Thomas,M,INC,Production,MoS,,"Monday, 31 January 1966","Monday, 13 March 1967",Lok Sabha,Ernakulam,Kerala,defence,no_error,
1513,3,B C Bhagwati,M,not_applicable,,DCM,,"Tuesday, 8 May 1962","Sunday, 1 September 1963",not_applicable,,,transport & communications,difference of 1,
1514,3,B C Bhagwati,M,not_applicable,,DCM,,"Sunday, 1 September 1963","Wednesday, 13 May 1964",not_applicable,,,posts & telegraph,difference of 9,
1515,3,B C Bhagwati,M,not_applicable,,DCM,,"Wednesday, 13 May 1964","Wednesday, 27 May 1964",not_applicable,,,communications,difference of 9,
1516,3,B C Bhagwati,M,not_applicable,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",not_applicable,,,communications,difference of 23,
1517,3,B C Bhagwati,M,not_applicable,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",not_applicable,,,communications,difference of 42,
1518,3,B C Bhagwati,M,not_applicable,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",not_applicable,,,communications,no_error,
1519,3,B C Bhagwati,M,not_applicable,,DCM,,"Monday, 24 January 1966","Monday, 13 March 1967",not_applicable,,,"works, housing & urban development",difference of 4,
1520,2,Anil Kumar Chanda,M,INC,,DCM,,"Wednesday, 17 April 1957","Wednesday, 1 May 1957",not_applicable,,,external affairs,before_first_ammendment,
1521,2,Anil Kumar Chanda,M,INC,,DCM,,"Wednesday, 1 May 1957","Tuesday, 10 April 1962",not_applicable,,,"works, housing & supply",before_first_ammendment,
1522,3,Mono Mohan Das,M,INC,,DCM,,"Monday, 16 April 1962","Thursday, 21 November 1963",not_applicable,Ausram,West Bengal,scientific research & cultural affairs,difference of 2,
1523,3,Mono Mohan Das,M,INC,,DCM,,"Thursday, 21 November 1963","Wednesday, 27 May 1964",not_applicable,Ausram,West Bengal,education,no_error,
1524,3,Mono Mohan Das,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",not_applicable,Ausram,West Bengal,education,no_error,
1525,3,Mono Mohan Das,M,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",not_applicable,Ausram,West Bengal,rehabilitation,difference of 60,
1526,3,Mono Mohan Das,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",not_applicable,Ausram,West Bengal,rehabilitation,difference of 4,
1527,3,Jahanara Jaipal Singh,F,INC,,DCM,,"Tuesday, 15 February 1966","Monday, 13 March 1967",not_applicable,,Bihar,transport & aviation,difference of 18,
1529,3,Ratanlal Kishorilal Malviya,M,INC,,DCM,,"Tuesday, 4 December 1962","Wednesday, 27 May 1964",Rajya Sabha,,Madhya Pradesh,labour & employment,no_error,
1530,3,Ratanlal Kishorilal Malviya,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Rajya Sabha,,Madhya Pradesh,labour & employment,no_error,
1531,3,Ratanlal Kishorilal Malviya,M,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Rajya Sabha,,Madhya Pradesh,labour & employment,difference of 17,
1532,3,Ratanlal Kishorilal Malviya,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Rajya Sabha,,Madhya Pradesh,labour & employment,difference of 4,
1533,3,Syed Ahmed Mehdi,M,INC,,DCM,,"Tuesday, 15 February 1966","Monday, 13 March 1967",Lok Sabha,Rampur,Uttar Pradesh,mines & metals,difference of 18,
1534,3,Shyam Dhar Mishra,M,INC,,DCM,,"Tuesday, 8 May 1962","Saturday, 16 February 1963",Lok Sabha,Mirzapur,Uttar Pradesh,"community development, panchayati raj & cooperation",difference of 5,
1535,3,Shyam Dhar Mishra,M,INC,,DCM,,"Saturday, 16 February 1963","Wednesday, 27 May 1964",Lok Sabha,Mirzapur,Uttar Pradesh,community development & cooperation,difference of 5,
1536,3,Shyam Dhar Mishra,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Mirzapur,Uttar Pradesh,community development & cooperation,no_error,
1537,3,Shyam Dhar Mishra,M,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Lok Sabha,Mirzapur,Uttar Pradesh,irrigation & power,no_error,
1538,3,Shyam Dhar Mishra,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Mirzapur,Uttar Pradesh,irrigation & power,no_error,
1539,3,Shyam Dhar Mishra,M,INC,,DCM,,"Monday, 24 January 1966","Monday, 14 February 1966",Lok Sabha,Mirzapur,Uttar Pradesh,defence,no_error,
1540,3,Shyam Dhar Mishra,M,INC,,DCM,,"Monday, 14 February 1966","Monday, 13 March 1967",Lok Sabha,Mirzapur,Uttar Pradesh,"food, agriculture, community development & cooperation",difference of 17,
1541,3,Purnendu Sekhar Naskar,M,INC,,DCM,,"Monday, 16 April 1962","Thursday, 15 November 1962",Lok Sabha,Mathurapur,West Bengal,"works, housing & supply",difference of 1,
1542,3,Purnendu Sekhar Naskar,M,INC,,DCM,,"Thursday, 15 November 1962","Wednesday, 5 December 1962",Lok Sabha,Mathurapur,West Bengal,works & housing,difference of 1,
1543,3,Purnendu Sekhar Naskar,M,INC,,DCM,,"Wednesday, 5 December 1962","Thursday, 16 April 1964",Lok Sabha,Mathurapur,West Bengal,"works, housing & rehabilitation",difference of 0,
1544,3,Purnendu Sekhar Naskar,M,INC,,DCM,,"Thursday, 16 April 1964","Wednesday, 27 May 1964",Lok Sabha,Mathurapur,West Bengal,rehabilitation,difference of 0,
1545,3,Purnendu Sekhar Naskar,M,INC,,DCM,,"Thursday, 1 October 1964","Tuesday, 11 January 1966",Lok Sabha,Mathurapur,West Bengal,health,difference of 17,
1546,3,Purnendu Sekhar Naskar,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Mathurapur,West Bengal,health,difference of 4,
1547,3,Purnendu Sekhar Naskar,M,INC,,DCM,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Mathurapur,West Bengal,home affairs,no_error,
1548,3,D S Raju,M,INC,,DCM,,"Tuesday, 8 May 1962","Wednesday, 27 May 1964",Lok Sabha,Rajahmundry,Andhra Pradesh,health,no_error,
1549,3,D S Raju,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Rajahmundry,Andhra Pradesh,health,no_error,
1550,3,D S Raju,M,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Lok Sabha,Rajahmundry,Andhra Pradesh,defence,no_error,
1551,3,D S Raju,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Rajahmundry,Andhra Pradesh,defence,no_error,
1552,3,T S Soundaram Ramachandran,F,INC,,DCM,,"Monday, 16 April 1962","Wednesday, 27 May 1964",Lok Sabha,Dindigul,Madras,education,no_error,
1553,3,T S Soundaram Ramachandran,F,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Dindigul,Madras,education,no_error,
1554,3,T S Soundaram Ramachandran,F,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Lok Sabha,Dindigul,Madras,education,no_error,
